  -1.5905757e+02   1.9506808e+01  -4.8610000e+03
  -1.5841438e+02   2.1751154e+01  -1.1390000e+03
   0.0000000e+00   1.8371359e-01   1.8371359e-01
   2.0000000e-01   2.2840048e-01   1.4454694e-01
   4.0000000e-01   2.7284356e-01   1.1629040e-01
   6.0000000e-01   3.1221151e-01   1.0259809e-01
   8.0000000e-01   3.4346863e-01   1.0440185e-01
   1.0000000e+00   3.6558300e-01   1.1961710e-01
   1.2000000e+00   3.7911070e-01   1.4363720e-01
   1.4000000e+00   3.8539776e-01   1.7046246e-01
   1.6000000e+00   3.8574986e-01   1.9411648e-01
   1.8000000e+00   3.8089349e-01   2.0993067e-01
   2.0000000e+00   3.7090675e-01   2.1534900e-01
   2.2000000e+00   3.5559422e-01   2.1008729e-01
   2.4000000e+00   3.3509813e-01   1.9570502e-01
   2.6000000e+00   3.1044651e-01   1.7482625e-01
   2.8000000e+00   2.8377006e-01   1.5031690e-01
   3.0000000e+00   2.5805698e-01   1.2467370e-01
   3.2000000e+00   2.3650380e-01   9.9739092e-02
   3.4000000e+00   2.2168521e-01   7.6697208e-02
   3.6000000e+00   2.1484369e-01   5.6195881e-02
   3.8000000e+00   2.1556188e-01   3.8424637e-02
   4.0000000e+00   2.2194337e-01   2.3055681e-02
   4.2000000e+00   2.3124256e-01   9.0826727e-03
   4.4000000e+00   2.4072066e-01  -5.2967164e-03
   4.6000000e+00   2.4842350e-01  -2.2573118e-02
   4.8000000e+00   2.5360863e-01  -4.5477338e-02
   5.0000000e+00   2.5668310e-01  -7.6221495e-02
   5.2000000e+00   2.5869821e-01  -1.1562221e-01
   5.4000000e+00   2.6061288e-01  -1.6240594e-01
   5.6000000e+00   2.6262206e-01  -2.1299416e-01
   5.8000000e+00   2.6382168e-01  -2.6194170e-01
   6.0000000e+00   2.6235396e-01  -3.0299369e-01
   6.2000000e+00   2.5599615e-01  -3.3050639e-01
   6.4000000e+00   2.4298485e-01  -3.4082918e-01
   6.6000000e+00   2.2277402e-01  -3.3322816e-01
   6.8000000e+00   1.9643840e-01  -3.1005857e-01
   7.0000000e+00   1.6655162e-01  -2.7612421e-01
   7.2000000e+00   1.3654582e-01  -2.3741745e-01
   7.4000000e+00   1.0973685e-01  -1.9962522e-01
   7.6000000e+00   8.8316590e-02  -1.6685099e-01
   7.8000000e+00   7.2633732e-02  -1.4091895e-01
   8.0000000e+00   6.1000943e-02  -1.2142745e-01
   8.2000000e+00   5.0108944e-02  -1.0647383e-01
   8.4000000e+00   3.5946859e-02  -9.3765244e-02
   8.6000000e+00   1.4978717e-02  -8.1727493e-02
   8.8000000e+00  -1.4748961e-02  -7.0252267e-02
   9.0000000e+00  -5.2874767e-02  -6.0863995e-02
   9.2000000e+00  -9.6567572e-02  -5.6285070e-02
   9.4000000e+00  -1.4099453e-01  -5.9564994e-02
   9.6000000e+00  -1.8029215e-01  -7.3058181e-02
   9.8000000e+00  -2.0879254e-01  -9.7557152e-02
   1.0000000e+01  -2.2219761e-01  -1.3181705e-01
   1.0200000e+01  -2.1841609e-01  -1.7257665e-01
   1.0400000e+01  -1.9787293e-01  -2.1503873e-01
   1.0600000e+01  -1.6324027e-01  -2.5366296e-01
   1.0800000e+01  -1.1868663e-01  -2.8307396e-01
   1.1000000e+01  -6.8856535e-02  -2.9889586e-01
   1.1200000e+01  -1.7848323e-02  -2.9837619e-01
   1.1400000e+01   3.1556830e-02  -2.8072938e-01
   1.1600000e+01   7.8238559e-02  -2.4719197e-01
   1.1800000e+01   1.2259408e-01  -2.0082363e-01
   1.2000000e+01   1.6597461e-01  -1.4610913e-01
   1.2200000e+01   2.0987195e-01  -8.8421277e-02
   1.2400000e+01   2.5508182e-01  -3.3405981e-02
   1.2600000e+01   3.0106875e-01   1.3646808e-02
   1.2800000e+01   3.4569945e-01   4.8377699e-02
   1.3000000e+01   3.8541575e-01   6.7809549e-02
   1.3200000e+01   4.1580755e-01   7.0619464e-02
   1.3400000e+01   4.3244882e-01   5.7200400e-02
   1.3600000e+01   4.3179906e-01   2.9518546e-02
   1.3800000e+01   4.1196141e-01  -9.1895878e-03
   1.4000000e+01   3.7312906e-01  -5.4811071e-02
   1.4200000e+01   3.1763009e-01  -1.0276942e-01
   1.4400000e+01   2.4957981e-01  -1.4840515e-01
